8.0,CO1,Module 1,Drg,Q1,A),
8.0,CO1,Module 1,Drg,Q1,B),
8.0,CO2,Module 2,An-S,Q2,A),enlist
8.0,CO2,Module 2,Desc,Q2,B),enlist | allocating
20.0,CO3,Mixed,An-S,Q3,,attaching | overlap | v. | be | process | handle | kernel | maintaining | x.
8.0,CO2,Module 3,Desc,Q4,A),
8.0,CO3,Module 4,Des,Q4,B),explain | opening
8.0,CO2,Module 6,Prog,Q5,A),explain
8.0,CO1,Module 5,Desc,Q5,B),explain
8.0,CO1,Module 6,Drg,Q6,A),explain
8.0,CO3,Module 4,Prog,Q6,B),explain
